date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:32	23996/23996	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Events	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Events.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:34	18683/18683	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:FALSE	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_FALSE.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:35	15649/15649	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:File_System	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_File_System.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:37	13086/13086	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Installing_and_Running_Scripts	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Installing_and_Running_Scripts.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:38	13012/13012	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:LSModule_System	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_LSModule_System.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:40	41721/41721	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Language_and_Engine_Overview	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Language_and_Engine_Overview.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:41	18242/18242	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Mathematical_Formulae	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Mathematical_Formulae.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:42	18351/18351	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:MetaScript	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_MetaScript.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:44	18811/18811	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:MetaScripts	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_MetaScripts.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:45	17461/17461	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Modules	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Modules.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:46	18678/18678	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:NULL	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_NULL.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:47	19385/19385	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Object_Queries	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Object_Queries.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:48	17470/17470	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Object_References_and_Persistence	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Object_References_and_Persistence.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:49	28488/28488	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Object_Types	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Object_Types.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:51	22033/22033	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Preprocessor	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Preprocessor.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:52	42822/42822	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Release_Notes	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Release_Notes.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:53	22392/22392	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Script-Defined_Object_Types	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Script-Defined_Object_Types.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:55	22944/22944	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Script-defined_Object_Type	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Script-defined_Object_Type.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:56	13689/13689	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Sep%202025%2016:29:53%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Script_Development	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Script_Development.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:57	42208/42208	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Script_Syntax	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Script_Syntax.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:58	13706/13706	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Scripts	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Scripts.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:29:59	17082/17082	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Select	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Select.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:01	22349/22349	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Syntax	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Syntax.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:02	22858/22858	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:TLO	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_TLO.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:05	18679/18679	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:TRUE	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_TRUE.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:08	14647/14647	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Taking_Actions	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Taking_Actions.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:09	18986/18986	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Task	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Task.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:10	14674/14674	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Task_Libraries	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Task_Libraries.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:11	14197/14197	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Task_Library	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Task_Library.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:13	20867/20867	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Task_Type	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Task_Type.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:15	20417/20417	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Task_Types	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Task_Types.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:16	18565/18565	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Tasks	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Tasks.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:16	22430/22430	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Top-Level_Objects	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Top-Level_Objects.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:18	23585/23585	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Triggers	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Triggers.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:19	16712/16712	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Using_Scripts	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Using_Scripts.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:20	19033/19033	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:Variables	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_Variables.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
10:30:22	22859/22859	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2008:56:46%20GMT	https://www.lavishsoft.com/wiki/index.php/LavishScript:objectdef	C:/Users/Owner/Desktop/Eve/___metatron%20rework%20EOFY2025/LavishScriptWiki/LavishScript/www.lavishsoft.com/wiki/index.php/LavishScript_objectdef.html	(from https://www.lavishsoft.com/wiki/index.php/Special:PrefixIndex/LavishScript:)
